,MLS,sold_price,zipcode,longitude,latitude,lot_acres,taxes,year_built,bedrooms,bathrooms,sqrt_ft,garage,kitchen_features,fireplaces,floor_covering,HOA
355,21221499,1189550.0,85658,-111.100125,32.469548,0.29,845.18,2010,3,4,2990.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Concrete, Natural Stone, Wood",550
356,21412499,1225000.0,85749,-110.753448,32.23818,3.93,9054.0,2007,4,5,5419.0,4,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Natural Stone",0
357,21610400,1275000.0,85718,-110.929391,32.343482,1.01,10500.0,2007,4,5,4615.0,3,"Compactor, Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",2,Natural Stone,100
358,21701982,1300000.0,85718,-110.921223,32.292136,3.36,12695.41,2007,4,4,4585.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Natural Stone",194
359,21125701,1200000.0,85750,-110.846659,32.326433,1.05,9450.0,1999,4,3,4169.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Natural Stone",110
360,21127604,1250000.0,85718,-110.9406,32.345394,1.2,14910.0,2003,3,4,5111.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Natural Stone",159
361,21317020,1150000.0,85658,-111.085082,32.464902,0.75,13534.17,2007,4,5,3920.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Natural Stone, Wood",133
362,21322171,1220000.0,85748,-110.748185,32.238176,10.0,13011.62,1979,3,5,4545.0,0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Ceramic Tile, Concrete",0
363,21804473,1344000.0,85658,-111.09506,32.470843,0.0,846.03,2018,3,4,2329.0,2,"Dishwasher, Garbage Disposal, Island, Refrigerator",1,Natural Stone,550
364,21900170,1250000.0,85755,-110.966696,32.46085,0.99,12272.7,2001,3,5,4426.0,3,"Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Reverse Osmosis, Countertops: Granite, Microwave: yes, Oven: Two",4,"Carpet, Natural Stone",132
365,21902779,1300000.0,85658,-111.087998,32.469423,0.65,15513.0,2009,4,5,4318.0,3,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Warming Drawer, Appliance Color: Stainless, Microwave: Miele, Oven: Wolf",4,"Natural Stone, Wood",117
366,21223954,1300000.0,85755,-110.994178,32.455309,1.25,13445.0,2007,3,5,5118.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave",2,"Carpet, Natural Stone",153
367,21332680,1050000.0,85742,-111.027725,32.359005,2.03,9285.0,1998,3,5,6428.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Carpet, Concrete, Wood",0
368,21415543,1152030.0,85749,-110.71358,32.276752,3.82,9017.0,2006,3,5,5344.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",9,"Carpet, Natural Stone, Wood",0
369,21530280,1296500.0,85718,-110.926847,32.341534,0.73,11598.56,1991,5,6,5156.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Natural Stone, Wood",322
370,21301644,1300000.0,85737,-110.990831,32.404598,2.12,11532.96,2008,4,5,4677.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Natural Stone",50
371,21305294,1200000.0,85718,-110.942288,32.347119,0.99,12434.42,2002,3,4,4309.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Concrete",159
374,21412482,1250000.0,85750,-110.835801,32.323537,0.84,4781.0,2012,4,4,3541.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Carpet, Wood, Other",41
375,21522140,1125000.0,85658,-111.063355,32.468694,1.0,15096.37,2002,3,4,3801.0,3,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Natural Stone, Wood",148
376,21620337,1275000.0,85718,-110.923607,32.316522,1.08,13150.0,2002,5,5,5489.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Ceramic Tile, Wood",195
377,21706833,1408464.0,85719,-110.938327,32.242829,0.24,0.0,2016,2,3,3346.0,3,"Dishwasher, Garbage Disposal, Refrigerator",1,"Carpet, Natural Stone",125
378,21220862,1215000.0,85750,-110.849011,32.322049,0.5,9465.0,1993,4,5,4448.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Natural Stone, Wood, Other",116
381,21731411,1273000.0,85718,-110.927625,32.298323,3.45,10447.62,1930,5,7,5371.0,2,"Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Wet Bar, Appliance Color: Stainless, Countertops: granite, Oven: .",4,"Carpet, Mexican Tile, Wood",4.16
383,21306886,1480000.0,85750,-110.868335,32.332501,1.41,19421.93,1991,6,7,11336.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Ceramic Tile, Natural Stone, Vinyl",202
384,21330741,1100000.0,85750,-110.810603,32.276485,1.1,10818.58,2008,4,4,3404.0,2,"Dishwasher, Garbage Disposal, Microwave, Oven",2,Concrete,700
386,21213062,1250000.0,85658,-111.090091,32.467754,0.75,10165.69,2007,3,4,3400.0,3,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Natural Stone",118
387,21213482,1275000.0,85718,-110.928949,32.334833,1.0,3867.82,2012,5,4,4547.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Carpet, Natural Stone",0
388,21324250,1178000.0,85611,-110.591514,31.661903,16.33,9322.2,2004,6,7,6046.0,8,"Dishwasher, Garbage Disposal, Refrigerator, Microwave",4,"Natural Stone, Wood",0
389,21725356,1225000.0,85718,-110.92401,32.315963,1.11,9308.69,2001,5,5,4235.0,3,"Desk, Dishwasher, Freezer, Garbage Disposal, Gas Range, Island, Refrigerator, Water Purifier, Appliance Color: Stainless, Countertops: Granite, Microwave: Built-in, Oven: Double Oven",2,"Carpet, Wood",195
391,21408527,1165000.0,85718,-110.942544,32.348593,1.06,13129.23,2005,3,3,4385.0,3,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Natural Stone",153
392,21408959,1010000.0,85750,-110.86124,32.332306,2.0,13071.96,1990,4,6,7002.0,3,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Carpet, Ceramic Tile, Natural Stone",421
393,21325705,1100000.0,85718,-110.912045,32.29347,1.39,12240.46,1997,4,4,5571.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Concrete, Mexican Tile",194
394,21428647,1250000.0,85750,-110.826959,32.320396,1.95,10135.26,2001,4,4,5063.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Ceramic Tile, Natural Stone",30
395,21032042,1200000.0,85641,-110.589637,32.134424,40.41,7310.0,1985,3,4,5957.0,0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Concrete, Mexican Tile",121
396,21324400,1225000.0,85750,-110.843617,32.302272,0.92,8840.88,2007,4,5,4470.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,Natural Stone,40
397,21515252,1100000.0,85737,-110.991913,32.400682,2.24,12050.74,1997,4,6,6327.0,3,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Carpet, Natural Stone",51
398,21329440,1125000.0,85718,-110.883547,32.329763,1.33,8654.0,1986,4,5,5023.0,3,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Natural Stone, Wood",179
399,21302927,1165000.0,85718,-110.9385,32.348433,1.21,15200.03,2002,4,6,5327.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Carpet, Mexican Tile",166
400,21500337,1100000.0,85750,-110.866891,32.321968,1.17,6565.93,1994,4,4,3870.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Natural Stone",58
401,21507489,1275000.0,85718,-110.933898,32.349731,4.0,9157.0,1995,4,4,4398.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Natural Stone",100
402,21429571,1295000.0,85715,-110.851873,32.254056,0.73,10948.2,1994,5,7,5655.0,5,"Garbage Disposal, Refrigerator, Microwave, Oven",4,"Natural Stone, Wood, Other",79
403,21519131,1320000.0,85750,-110.85357,32.324748,0.48,8488.24,2008,4,5,3461.0,4,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Other",102
404,21526941,1400000.0,85716,-110.924423,32.220585,1.27,11444.0,1929,5,5,4927.0,0,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Oven",4,"Ceramic Tile, Mexican Tile, Wood",0
405,21531010,1395000.0,85658,-111.1006,32.469025,0.3,2073.96,2015,2,3,2934.0,2,"Dishwasher, Garbage Disposal, Refrigerator, Microwave",1,"Carpet, Natural Stone",550
406,21601656,1200000.0,85750,-110.83098,32.283092,1.18,9556.54,2004,4,4,4762.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,Natural Stone,175
407,21611086,1260000.0,85737,-110.946336,32.390448,2.07,11732.61,2006,4,5,4200.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Natural Stone",97
408,21623464,1250000.0,85718,-110.926074,32.31454,1.5,8915.11,2003,4,6,4608.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Carpet, Ceramic Tile",195
409,21622236,1150000.0,85718,-110.885836,32.300503,2.3,12291.11,2006,5,6,5316.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,Natural Stone,0
410,21201449,1200000.0,85750,-110.827675,32.320051,0.9,9555.0,2004,5,5,4674.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,Concrete,25
411,21206450,1180000.0,85750,-110.868487,32.316324,1.3,9590.16,1993,4,3,5029.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Ceramic Tile",40
412,21224755,1175500.0,85718,-110.94065,32.347873,1.23,11674.0,2004,4,5,4143.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Carpet, Ceramic Tile",159
413,21300134,1155000.0,85658,-111.066378,32.461881,2.2,22231.69,2008,5,6,5600.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Natural Stone",139
414,21303375,1200000.0,85755,-111.000439,32.467823,1.02,3460.0,2013,4,4,4100.0,3,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,Natural Stone,153
415,21314982,1250000.0,85712,-110.88883,32.259241,2.53,9963.38,1983,4,3,6503.0,0,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Carpet, Natural Stone, Wood",0
416,21323701,1225000.0,85742,-111.026597,32.41299,3.3,10152.0,2008,5,5,4960.0,3,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Natural Stone, Wood",120
417,21726012,1295000.0,85718,-110.930159,32.328491,0.94,13565.77,2007,5,7,6190.0,3,"Dishwasher, Double Sink, Freezer, Garbage Disposal, Gas Range, Island, Lazy Susan, Pantry: Walk-In, Prep Sink, Refrigerator, Warming Drawer, Wet Bar, Appliance Color: Stainless",1,"Carpet, Natural Stone, Wood",50
418,21715267,1236000.0,85755,-110.961743,32.466246,1.28,13123.0,1998,4,5,5253.0,4,"Desk, Dishwasher, Electric Range, Freezer, Garbage Disposal, Pantry: Cabinet, Prep Sink, Refrigerator, Reverse Osmosis, Wet Bar, Appliance Color: Stainless, Countertops: Granite",3,"Natural Stone, Wood",199
419,21718555,1250000.0,85719,-110.940744,32.230185,0.3,5156.78,1936,4,4,4647.0,2,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Cabinet, Prep Sink, Refrigerator, Appliance Color: Stainless, Countertops: stone",2,Concrete,0
422,21902079,1200000.0,85755,-110.970769,32.45979,2.6,11675.01,2006,4,4,4282.0,3,"Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Cabinet, Prep Sink, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: 2, Oven: 3",3,"Natural Stone, Wood",132
423,21508073,1270000.0,85718,-110.876151,32.323772,5.28,10327.0,1992,6,7,7574.0,4,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Ceramic Tile, Wood",149
424,21218734,1290000.0,85737,-110.97797,32.40919,3.45,11701.0,2006,5,5,4881.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Natural Stone, Other",137
425,21123767,1000000.0,85742,-111.027855,32.356862,1.3,10121.43,1973,5,6,6097.0,3,"Dishwasher, Refrigerator, Microwave, Oven",1,"Carpet, Ceramic Tile, Natural Stone",53
426,21809350,1250000.0,85750,-110.84262,32.294969,1.13,11901.96,2006,4,3,4412.0,3,"Desk, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Reverse Osmosis, Appliance Color: Stainless, Countertops: granite, Microwave: Stainless, Oven: double",1,"Ceramic Tile, Natural Stone",25
427,21308169,1225000.0,85750,-110.855813,32.326515,1.45,11945.53,2001,5,6,5753.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Carpet, Ceramic Tile","2,000"
430,21306908,1100000.0,85718,-110.923316,32.341935,0.8,10430.0,1991,4,4,4197.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Concrete, Mexican Tile",242
431,21809252,1225000.0,85641,-110.759007,31.926042,77.2,16545.72,1922,4,5,5936.0,3,"Compactor, Dishwasher, Double Sink, Freezer, Garbage Disposal, Gas Range, Indoor Grill, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Warming Drawer, Appliance Color: Stainless, Microwave: -, Oven: Double",7,"Mexican Tile, Wood",0
432,21811325,1200000.0,85750,-110.864672,32.322961,0.65,4127.07,2017,5,5,4995.0,3,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Pantry: Walk-In, Prep Sink, Refrigerator, Appliance Color: Stainless, Countertops: Granite",3,"Carpet, Other: Porcelain",49.43
433,21916349,1250000.0,85718,-110.941439,32.343458,0.99,10878.6,2006,5,5,3890.0,4,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Lazy Susan, Pantry: Cabinet, Warming Drawer, Water Purifier, Appliance Color: Stainless, Countertops: ButcherBlock/Concret, Microwave: Built-in, Island, Oven: Wolf-Dual Fuel Range",2,"Carpet, Ceramic Tile, Wood",175
434,21907425,1112500.0,85718,-110.923228,32.339207,0.88,10353.04,1989,5,5,4365.0,3,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Indoor Grill, Island, Pantry: Closet, Refrigerator, Appliance Color: Stainless, Countertops: granite, Microwave: Stainless/Confection, Oven: stainless",3,"Carpet, Ceramic Tile, Natural Stone",333
435,21402272,1245000.0,85718,-110.944834,32.346687,1.12,11688.46,2000,4,4,4335.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Oven",3,"Carpet, Natural Stone",159
436,21418351,1180000.0,85750,-110.859923,32.318022,0.99,8334.92,1999,5,4,5001.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Carpet, Natural Stone, Wood",40
438,21328152,1200000.0,85718,-110.921843,32.340218,1.43,10587.0,1993,4,5,5659.0,3,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Ceramic Tile, Mexican Tile, Wood",295
439,21510601,1090000.0,85718,-110.924917,32.340483,0.76,11977.95,1986,4,4,4531.0,3,"Compactor, Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Mexican Tile, Wood",270
440,21602405,1060000.0,85737,-110.975759,32.403148,3.31,14401.0,2006,5,6,5428.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Natural Stone",138
441,21527725,1026000.0,85755,-110.979521,32.425905,1.06,8303.0,2005,4,4,4036.0,3,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Natural Stone",84
442,21610269,1100000.0,85718,-110.899343,32.332842,2.68,10950.0,1990,5,6,6388.0,3,"Compactor, Dishwasher, Garbage Disposal, Refrigerator",2,"Mexican Tile, Wood",8
443,21614235,1177500.0,85750,-110.848617,32.318644,0.52,14295.0,2009,5,7,4932.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave",3,"Carpet, Natural Stone, Wood",142
444,21606460,1075000.0,85718,-110.878835,32.323796,1.35,6816.36,1977,5,4,3840.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,Natural Stone,215
445,21610977,1169000.0,85749,-110.718328,32.267463,3.0,8765.0,2003,5,4,4742.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Concrete, Mexican Tile",165
446,21221809,1100000.0,85749,-110.81068,32.253856,3.37,9996.0,1972,5,7,6712.0,4,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Natural Stone",0
447,21303705,1200000.0,85718,-110.931083,32.288745,1.39,7600.39,1961,5,5,4671.0,2,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Carpet, Natural Stone",0
448,21630364,1250000.0,85718,-110.943728,32.349845,0.93,12086.8,2005,3,3,3803.0,4,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Natural Stone, Wood",506
449,21723360,1200000.0,85750,-110.845365,32.325242,0.39,10144.0,1999,5,4,4728.0,3,"Dishwasher, Double Sink, Gas Range, Island, Lazy Susan, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: SS, Oven: SS",1,"Carpet, Ceramic Tile",142
450,21724597,1200000.0,85718,-110.94478,32.349491,1.12,15385.0,2005,5,5,4281.0,4,"Desk, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Pantry: Walk-In, Refrigerator, Appliance Color: Almond",2,"Carpet, Ceramic Tile, Wood",158
451,21809267,1240000.0,85718,-110.942158,32.341403,1.31,10544.2,1999,3,4,3725.0,3,"Compactor, Desk, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Warming Drawer, Water Purifier, Appliance Color: White, Countertops: Tile, Microwave: yes, Oven: Oven",3,"Carpet, Natural Stone, Other: Brick Floor",157
454,21900716,1265000.0,85715,-110.856803,32.255586,1.84,13019.89,1973,7,9,7477.0,3,"Desk, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Lazy Susan, Prep Sink, Refrigerator, Warming Drawer, Wet Bar, Appliance Color: Stainless, Countertops: Granite, Microwave: Stainless, Oven: Stainless",5,"Ceramic Tile, Concrete",58
455,21828266,1150000.0,85658,-111.077999,32.465221,1.44,3001.08,2018,4,5,3334.0,3,"Compactor, Desk, Dishwasher, Garbage Disposal, Gas Range, Indoor Grill, Island, Pantry: Closet, Refrigerator, Appliance Color: Stainless, Countertops: Fascination Quartzi, Microwave: WALL, Oven: WALL",3,Natural Stone,131
456,21701232,1215000.0,85718,-110.947058,32.340226,0.88,13579.6,2005,4,4,4881.0,3,"Desk, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Refrigerator, Appliance Color: Stainless, Countertops: granite",4,"Carpet, Natural Stone",157
457,21918477,1100000.0,85737,-110.945324,32.384379,8.46,14941.81,2002,4,3,5420.0,3,"Desk, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Reverse Osmosis, Water Purifier, Appliance Color: Stainless, Countertops: Granite, Microwave: Built In",2,"Carpet, Natural Stone",63.98
458,21814325,1100000.0,85718,-110.918693,32.310359,2.15,12393.07,1983,6,5,6242.0,2,"Dishwasher, Double Sink, Freezer, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Microwave: Counter top",2,"Carpet, Ceramic Tile, Wood, Other: Brick",4
459,21518486,1185000.0,85750,-110.827672,32.320825,0.9,10964.48,2002,4,5,5164.0,3,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Carpet, Natural Stone",30
460,21700941,1225000.0,85718,-110.948133,32.344923,1.14,13918.23,2001,4,4,4588.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Natural Stone",157
461,21125519,1090000.0,85718,-110.939505,32.340569,0.99,12654.0,2000,3,4,4300.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Natural Stone",159
462,21205529,1225000.0,85750,-110.865779,32.325449,0.44,4016.0,2012,4,5,4038.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Natural Stone, Wood",35
463,21714707,1185000.0,85718,-110.910626,32.333163,0.92,3658.95,2017,5,6,4113.0,3,"Desk, Dishwasher, Freezer, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Oven: Double",2,"Carpet, Ceramic Tile, Wood",64
464,21727122,1200000.0,85718,-110.878834,32.3238,1.35,7936.0,1977,5,4,3893.0,3,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Cabinet, Refrigerator, Water Purifier, Appliance Color: Stainless, Countertops: granite, Microwave: Wolf, Oven: Wolf/stove",1,Natural Stone,258.08
465,21724815,1160000.0,85658,-111.045841,32.482187,2.1,3204.36,2017,4,5,4037.0,3,"Dishwasher, Double Sink, Freezer, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Countertops: Quartz, Oven: Wolf 6-burner",2,"Carpet, Natural Stone",148
466,21901423,1249000.0,85718,-110.912026,32.29085,2.27,10741.76,1994,4,6,5462.0,3,"Desk, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Reverse Osmosis, Warming Drawer, Water Purifier, Appliance Color: Stainless, Microwave: Stainless",2,"Carpet, Wood, Other: Travertine Tile",208
467,21912917,1110000.0,85718,-110.942159,32.341405,1.31,10049.43,1999,3,4,3725.0,3,"Compactor, Desk, Dishwasher, Double Sink, Garbage Disposal, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Warming Drawer, Water Purifier",4,"Carpet, Natural Stone",175
468,21603062,1220000.0,85718,-110.890353,32.291517,0.86,10091.36,2010,3,5,3810.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Carpet, Natural Stone, Wood",175
469,21212194,1140000.0,85718,-110.917248,32.299075,1.88,8196.0,2004,4,5,5092.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",5,"Carpet, Other",108
470,21329530,1065000.0,85755,-110.993613,32.46837,1.11,20718.0,2009,4,7,6385.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Natural Stone, Wood",153
471,21609933,1150000.0,85750,-110.844303,32.300646,0.84,12192.86,1999,5,6,6191.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Natural Stone, Wood",40
472,21127086,1150000.0,85718,-110.913485,32.289147,1.31,11809.0,1995,4,5,4952.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Ceramic Tile",193
473,21726794,1185000.0,85718,-110.892288,32.332135,1.3,17693.15,1973,5,6,9548.0,3,"Compactor, Dishwasher, Freezer, Island, Refrigerator, Wet Bar, Countertops: GRANITE",3,"Carpet, Ceramic Tile, Natural Stone",258
474,21908057,1120000.0,85718,-110.920459,32.288939,1.89,10779.68,2002,4,6,4022.0,3,"Dishwasher, Double Sink, Garbage Disposal, Island, Pantry: Walk-In, Refrigerator, Warming Drawer, Appliance Color: Stainless, Countertops: Granite, Microwave: Dacor Stainless, Oven: Electric Double Oven",3,Mexican Tile,208
475,21905857,1100000.0,85718,-110.93742,32.338307,2.65,13083.4,2009,5,4,4561.0,3,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Pantry: Cabinet, Refrigerator, Water Purifier, Appliance Color: Stainless, Countertops: Granite, Microwave: Dacor, Oven: Dacor",2,"Carpet, Natural Stone",175
476,21514455,1100000.0,85718,-110.917571,32.301257,1.26,7202.38,2007,4,5,4850.0,3,"Compactor, Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave",4,"Ceramic Tile, Indoor/Outdoor, Wood, Other",125
477,21528577,1075000.0,85718,-110.928069,32.318568,1.23,7010.07,2003,4,4,4022.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,Concrete,4
478,21529721,1150000.0,85749,-110.714713,32.241045,27.1,12227.01,1987,4,3,3855.0,4,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Natural Stone",19
479,21600216,1119000.0,85755,-111.008468,32.467491,1.06,15243.2,2012,4,5,4085.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave",1,Natural Stone,166
480,21601641,1000000.0,85745,-111.040904,32.224596,3.31,11587.55,2008,4,4,4661.0,3,"Compactor, Dishwasher, Garbage Disposal, Microwave, Oven",3,"Carpet, Natural Stone",125
481,21607623,1200000.0,85641,-110.648189,31.94281,277.0,6785.52,1946,7,7,5517.0,0,"Dishwasher, Oven",5,"Ceramic Tile, Concrete, Mexican Tile, Other",0
482,21514074,1015000.0,85749,-110.717757,32.246043,3.3,7302.25,1963,4,5,5474.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,Mexican Tile,0
483,21613647,1200000.0,85718,-110.925289,32.315217,1.02,10372.86,2005,5,6,4984.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,Concrete,187
484,21510748,950000.0,85646,-111.0734,31.61953,4.4,13193.8,2008,3,7,6614.0,4,"Dishwasher, Refrigerator",3,"Mexican Tile, Wood",0
485,21610173,1100000.0,85718,-110.921615,32.31207,1.11,10324.65,2004,5,5,4678.0,3,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,Concrete,186
486,21205951,1100000.0,85737,-111.024212,32.397247,3.3,11689.0,2007,4,6,5264.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,Concrete,0
487,21300141,1050000.0,85718,-110.921177,32.296442,1.2,8265.17,2002,4,4,4197.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Concrete, Other","1,600"
488,21716600,1200000.0,85749,-110.81588,32.255156,4.0,5115.24,2003,3,3,2454.0,2,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Ceramic Tile, Wood",0
489,21800349,1200000.0,85755,-111.011401,32.468677,2.0,2702.0,2018,4,4,4158.0,3,"Desk, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: -, Oven: -",1,"Natural Stone, Other: Travertine",212
