,MLS,sold_price,zipcode,longitude,latitude,lot_acres,taxes,year_built,bedrooms,bathrooms,sqrt_ft,garage,kitchen_features,fireplaces,floor_covering,HOA
0,21530491,5300000.0,85637,-110.3782,31.356362,2154.0,5272.0,1941,13,10,10500.0,0,"Dishwasher, Freezer, Refrigerator, Oven",6,"Mexican Tile, Wood",0
1,21529082,4200000.0,85646,-111.045371,31.594213,1707.0,10422.36,1997,2,2,7300.0,0,"Dishwasher, Garbage Disposal",5,"Natural Stone, Other",0
4,21306357,3411450.0,85750,-110.813768,32.285162,3.21,15393.0,1995,4,6,6396.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",5,"Carpet, Concrete",55
5,21528016,3250000.0,85718,-110.910593,32.33909,1.67,27802.84,1999,3,4,6842.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",5,"Natural Stone, Wood, Other",422
6,21610478,2400000.0,85712,-110.883315,32.261069,2.1,19038.42,2001,9,8,12025.0,4,"Dishwasher, Garbage Disposal, Oven",6,"Carpet, Natural Stone, Wood, Other",0
7,21211741,2500000.0,85750,-110.861002,32.331603,1.07,21646.0,2011,6,8,8921.0,4,"Compactor, Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",5,"Carpet, Natural Stone, Wood",220
8,21324646,3700000.0,85718,-110.912156,32.343601,6.73,25094.39,2002,5,7,5238.0,3,"Compactor, Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Carpet, Natural Stone, Wood, Other",421
9,21812010,3250000.0,85750,-110.83795,32.327575,3.53,18936.11,2007,5,6,6480.0,3,"Dishwasher, Double Sink, Electric Range, Freezer, Garbage Disposal, Island, Pantry: Butler, Refrigerator, Appliance Color: Stainless, Countertops: CORIAN, Microwave: Built In, Oven: Built In",2,"Carpet, Concrete",141.67
11,21131956,2050000.0,85718,-110.918294,32.341609,1.65,24353.0,2009,5,6,7230.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Carpet, Natural Stone, Wood",357
12,21217839,2100000.0,85637,-110.736202,31.721347,29.6,11723.0,1995,6,7,6454.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Mexican Tile, Natural Stone, Wood",0
13,21625369,2200000.0,85658,-111.049837,32.483063,1.82,5198.58,2015,4,6,5826.0,3,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,Natural Stone,148
14,21534099,3000000.0,85739,-110.883068,32.508778,0.0,29669.0,2008,3,3,3095.0,0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Natural Stone, Wood","20,000"
15,21225585,2600000.0,85739,-110.883252,32.507699,0.0,18044.0,2008,3,3,3095.0,0,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Natural Stone, Wood",0
16,21700487,3000000.0,85750,-110.843588,32.327533,3.1,24040.26,2002,3,6,7756.0,3,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Prep Sink, Refrigerator, Appliance Color: Black, Countertops: Granite",3,"Carpet, Natural Stone",142
17,21300933,2500000.0,85718,-110.942458,32.350702,1.25,19565.2,2010,4,5,5338.0,4,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",5,"Carpet, Natural Stone",173
18,21324339,2600000.0,85739,-110.883239,32.50904,0.0,17567.18,2008,3,3,3095.0,0,"Dishwasher, Refrigerator, Microwave, Oven",3,"Natural Stone, Wood",0
19,21400806,2800000.0,85750,-110.837572,32.328412,93.0,22320.0,1983,4,5,6050.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Carpet, Concrete, Natural Stone, Wood",167
20,21207846,2600000.0,85739,-110.883065,32.508778,0.0,8753.35,2008,3,3,3095.0,0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Natural Stone, Wood",0
21,21301309,2000000.0,85750,-110.848679,32.321134,0.64,11322.0,2001,5,6,7471.0,3,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",5,"Carpet, Natural Stone, Wood, Other",123
22,21503191,2400000.0,85718,-110.918097,32.337925,3.42,22655.99,2005,4,7,6356.0,4,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Natural Stone, Wood",421
23,21331920,1950000.0,85718,-110.933703,32.304249,13.16,16354.0,1936,7,8,5645.0,2,"Dishwasher, Garbage Disposal, Refrigerator, Oven",7,"Carpet, Concrete, Mexican Tile",0
24,21701192,2400000.0,85750,-110.809735,32.280309,0.64,13519.82,1998,3,4,4651.0,3,"Desk, Dishwasher, Garbage Disposal, Gas Range, Island, Refrigerator, Warming Drawer, Appliance Color: Stainless, Countertops: Marble",3,"Carpet, Ceramic Tile, Natural Stone",300
25,21828650,2550000.0,85718,-110.922044,32.290263,2.84,22070.48,2004,5,8,8110.0,4,"Desk, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Lazy Susan, Pantry: Walk-In, Prep Sink, Refrigerator, Countertops: granite",6,"Carpet, Concrete, Natural Stone, Wood",194
26,21830939,2600000.0,85739,-110.883055,32.508861,0.15,30072.26,2008,3,3,3095.0,0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Refrigerator, Appliance Color: Stainless, Countertops: Concrete, Microwave: Drawer",3,"Natural Stone, Wood","1,717"
27,21810373,2350000.0,85658,-111.039845,32.451596,13.0,31275.0,2007,3,5,5391.0,3,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Prep Sink, Refrigerator, Appliance Color: Stainless, Microwave: Built In, Oven: Double Wall",6,Concrete,342
28,21332804,2175000.0,85718,-110.910663,32.338282,1.27,21795.32,1997,5,6,7132.0,3,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave",2,"Carpet, Natural Stone",422
29,21424469,2500000.0,85609,-110.095713,32.057222,1048.18,2441.6,1985,2,2,2895.0,0,"Refrigerator, Oven",1,"Carpet, Mexican Tile, Other",0
30,21906412,2350000.0,85750,-110.858327,32.331597,1.55,5931.0,2018,6,6,6083.0,4,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Stainless, Oven: Stainless",3,Natural Stone,240
31,21903141,2100000.0,85718,-110.913573,32.337226,1.01,5785.0,2019,4,5,5767.0,3,"Desk, Dishwasher, Double Sink, Freezer, Gas Range, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Appliance Color: Stainless, Countertops: Granite & Quartz, Microwave: Stainless, Oven: Stainless",3,"Carpet, Other: Porcelain",437
32,21402096,1900000.0,85750,-110.84391,32.32846,1.16,16714.0,2002,4,4,5333.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Natural Stone",112
33,21120740,2050000.0,85718,-110.945806,32.353228,3.22,26856.69,2010,4,6,6226.0,5,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Carpet, Other",199
34,21032556,2150000.0,85718,-110.915749,32.338765,1.91,20960.92,2000,4,6,6224.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Other",357
35,21307177,2495000.0,85637,-110.740635,31.720431,131.0,1220.32,0,13,15,13000.0,0,"Compactor, Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Carpet, Ceramic Tile, Mexican Tile",0
36,21709268,2000000.0,85718,-110.937229,32.300525,3.72,16276.0,1935,7,6,7569.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Concrete, Natural Stone, Wood",0
37,21728051,2200000.0,85750,-110.843873,32.328339,2.2,20084.0,2002,4,4,5333.0,3,"Desk, Dishwasher, Garbage Disposal, Gas Range, Island, Lazy Susan, Refrigerator, Appliance Color: Stainless, Countertops: Granite",2,"Carpet, Natural Stone",178
38,21320351,2200000.0,85640,-111.043773,31.562102,147.18,3902.0,1935,5,5,4317.0,5,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave",4,"Ceramic Tile, Mexican Tile",0
40,21221120,2224506.0,85658,-111.096767,32.467444,0.77,1286.59,2012,3,4,4724.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Natural Stone, Wood",550
41,21801268,2152700.0,85718,-110.885186,32.327916,1.55,16052.89,2009,5,7,6755.0,3,"Dishwasher, Double Sink, Gas Range, Indoor Grill, Pantry: Butler, Prep Sink, Refrigerator, Warming Drawer, Wet Bar, Appliance Color: Stainless, Countertops: Granite, Microwave: stainless, Oven: stainless",4,"Carpet, Natural Stone, Wood",258
42,21300209,1900000.0,85718,-110.931119,32.290474,1.08,26642.7,2008,5,8,7831.0,4,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",0,"Carpet, Natural Stone, Wood",0
43,21911058,2110000.0,85718,-110.951287,32.347679,2.66,20530.88,2012,4,7,7150.0,4,"Dishwasher, Double Sink, Freezer, Gas Range, Island, Pantry: Walk-In, Refrigerator, Warming Drawer, Water Purifier, Appliance Color: Stainless, Countertops: Granite, Microwave: wolf, Oven: wolf",4,"Carpet, Natural Stone, Vinyl",188
44,21824716,2331000.0,85718,-110.941781,32.35081,1.26,6656.2,2018,4,6,5550.0,4,"Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Water Purifier, Appliance Color: Stainless, Countertops: quartz",1,Ceramic Tile,169
45,21512684,2200000.0,85755,-110.969086,32.462364,3.16,26641.26,2002,4,7,7280.0,3,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",5,"Carpet, Natural Stone, Wood",124
46,21707019,2296443.0,85658,-111.096171,32.467398,0.91,1896.71,2018,3,4,4850.0,3,"Dishwasher, Freezer, Garbage Disposal, Refrigerator",2,"Carpet, Natural Stone",550
47,21605559,2197500.0,85750,-110.860852,32.330665,1.14,7292.0,2016,6,6,6202.0,4,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Natural Stone",220
48,21600003,1850000.0,85658,-111.03963,32.455202,8.41,22677.81,2008,4,8,7182.0,4,"Dishwasher, Garbage Disposal, Gas Range, Island, Refrigerator",6,"Natural Stone, Wood",320
50,21602043,1800000.0,85750,-110.84556,32.327714,1.32,20206.0,2002,4,7,6800.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Carpet, Wood, Other",142
51,21304804,1720000.0,85750,-110.842141,32.275319,19.0,14631.69,1954,3,5,5042.0,0,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",5,"Ceramic Tile, Mexican Tile, Wood",0
52,21633384,1950000.0,85755,-110.992676,32.464204,1.18,21063.0,2002,4,6,6622.0,6,"Dishwasher, Double Sink, Freezer, Garbage Disposal, Gas Range, Indoor Grill, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Wet Bar, Appliance Color: Stainless, Countertops: Marble & Granite",3,"Carpet, Natural Stone, Other: Brick Pavers",213
53,21424173,2150000.0,85739,-110.88366,32.509721,0.0,19060.81,2008,2,3,2729.0,0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Natural Stone, Wood","20,000"
54,21521984,2037500.0,85718,-110.91839,32.343176,3.26,32442.22,2003,3,5,9630.0,4,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Natural Stone",421
55,21704772,1920000.0,85718,-110.910653,32.338271,1.27,24316.0,1997,5,6,7132.0,3,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Natural Stone",422
56,21419075,1999500.0,85718,-110.942588,32.349069,1.09,15250.76,2002,4,5,5795.0,4,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Carpet, Natural Stone",153
57,21601233,1750000.0,85718,-110.877379,32.331167,1.31,10956.02,1994,4,6,4907.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Carpet, Natural Stone",258
58,21317132,2117552.0,85658,-111.092958,32.472956,0.63,1340.87,2014,3,4,3276.0,2,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Natural Stone",550
59,21528215,2000000.0,85749,-110.767568,32.301553,3.72,17077.5,2004,5,5,8265.0,5,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Natural Stone, Wood",105
60,21706549,1995000.0,85750,-110.860305,32.323825,1.15,3292.0,2017,6,6,6107.0,4,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Prep Sink, Refrigerator",3,Natural Stone,55
63,21921151,1950000.0,85658,-111.063603,32.45318,3.57,14425.8,2013,2,3,3140.0,3,"Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Closet, Refrigerator, Appliance Color: Other, Countertops: Ceaserstone, Microwave: Built In Wall, Oven: Built In Wall",3,"Carpet, Ceramic Tile, Natural Stone",148
64,21500672,1775000.0,85658,-111.095814,32.471097,0.46,14748.57,2008,5,6,5349.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",5,"Carpet, Natural Stone, Wood",550
65,21427645,1600000.0,85750,-110.864694,32.331871,1.04,14202.0,1994,5,8,6677.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",0,"Carpet, Concrete, Natural Stone, Wood",220
66,21513759,1995000.0,85718,-110.912989,32.341088,1.88,27781.84,2004,4,6,6236.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",5,"Natural Stone, Wood",422
67,21229338,1800000.0,85712,-110.883315,32.261069,2.1,23156.58,2001,9,8,10258.0,4,"Dishwasher, Garbage Disposal, Oven",6,"Carpet, Natural Stone, Wood, Other",0
68,21304760,1750000.0,85718,-110.922363,32.312618,1.22,10780.0,2004,5,5,5338.0,4,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",4,Natural Stone,159
69,21806714,1897000.0,85750,-110.84556,32.327725,1.32,21910.0,2002,4,7,6800.0,3,"Desk, Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Countertops: Granite, Oven: Oven",4,"Carpet, Wood, Other: Flagstone",142
70,21800057,1800000.0,85718,-110.908631,32.299399,1.42,4127.07,2018,5,6,5634.0,4,"Dishwasher, Double Sink, Garbage Disposal, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Appliance Color: Stainless, Countertops: granite",3,"Carpet, Natural Stone",193
71,21902520,1950000.0,85715,-110.856406,32.255235,1.97,10191.82,2013,4,6,5097.0,4,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Appliance Color: Stainless, Countertops: slate/honed Granite, Microwave: Thermador, Oven: Thermador",4,"Ceramic Tile, Concrete, Wood, Other: Marble-Master Bath",69
73,21909947,1950000.0,85718,-110.915343,32.288005,1.57,3767.38,2019,4,6,4714.0,3,"Dishwasher, Freezer, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Countertops: Quartz, Microwave: Stainless, Oven: Stainless",2,Concrete,208
74,21905469,1500000.0,85658,-111.036573,32.45575,4.15,23880.63,2009,3,4,5440.0,3,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Butler, Prep Sink, Refrigerator, Warming Drawer, Water Purifier, Appliance Color: Stainless, Countertops: Granite, Microwave: Viking, Oven: Gas",3,Ceramic Tile,342
75,21129203,1795000.0,85718,-110.913897,32.33625,0.86,12529.0,2005,5,5,6299.0,3,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Natural Stone",50
77,21604057,1751330.0,85718,-110.943375,32.348627,1.16,21083.04,2009,5,6,7756.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Carpet, Natural Stone",169
78,21616189,1775000.0,85718,-110.951287,32.347679,2.66,25315.81,2012,4,7,7150.0,4,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Carpet, Natural Stone",168
79,21202108,1900000.0,85750,-110.858992,32.332548,1.3,11690.67,2006,4,5,5843.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Carpet, Concrete",191
80,21226060,1912500.0,85718,-110.920123,32.28567,2.22,16702.0,2008,5,8,6602.0,3,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Natural Stone, Wood",194
81,21222026,1890000.0,85715,-110.859528,32.262883,1.17,8437.36,1968,4,5,4801.0,3,"Dishwasher, Refrigerator, Microwave, Oven",2,"Concrete, Wood",79
83,21900189,1860000.0,85718,-110.942071,32.350188,1.09,5943.38,2018,5,5,5764.0,4,"Dishwasher, Freezer, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Wet Bar, Appliance Color: Stainless, Countertops: Granite, Microwave: Microwave",3,"Carpet, Ceramic Tile, Natural Stone",157
84,21728412,1825000.0,85718,-110.919685,32.342472,1.02,18578.95,1995,5,7,7451.0,3,"Desk, Dishwasher, Double Sink, Freezer, Garbage Disposal, Gas Range, Indoor Grill, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Warming Drawer, Countertops: Granite, Oven: Double",4,"Ceramic Tile, Natural Stone, Wood, Other: Marble, Granite",323
85,21506488,1400000.0,85750,-110.807964,32.282133,0.32,7434.0,1999,3,4,3058.0,2,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Natural Stone, Wood","1,100"
86,21230229,1700000.0,85718,-110.924011,32.34114,0.0,17874.58,2005,5,6,6719.0,4,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,Natural Stone,250
87,21111686,1750000.0,85718,-110.924898,32.310463,1.08,16026.21,2006,5,6,6264.0,4,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,Natural Stone,158
88,21409830,1909299.0,85658,-111.096949,32.467874,0.46,1609.59,2015,3,4,3276.0,2,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Natural Stone, Wood",550
89,21625846,1750000.0,85749,-110.76159,32.302163,3.71,13947.44,2005,4,6,6239.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",5,"Natural Stone, Wood",127
90,21722350,1658695.0,85718,-110.913585,32.341397,2.18,23203.0,2001,4,7,7185.0,3,"Dishwasher, Double Sink, Electric Range, Freezer, Garbage Disposal, Island, Pantry: Walk-In, Refrigerator, Reverse Osmosis",2,"Carpet, Ceramic Tile, Other: Marble",422
91,21604114,1675000.0,85718,-110.94552,32.350191,1.15,17921.0,2007,4,5,5813.0,4,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",5,"Carpet, Natural Stone, Wood",169
92,21619445,1800000.0,85658,-111.063488,32.461205,2.0,1974.0,2016,3,4,5000.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Other",149
93,21705708,1960000.0,85718,-110.894648,32.335454,4.2,17435.04,2001,5,8,7043.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Ceramic Tile, Natural Stone",83
94,21204564,1600000.0,85658,-111.089977,32.466875,0.65,5121.0,2011,3,4,3625.0,3,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",5,"Carpet, Natural Stone, Wood",118
95,21317138,1680000.0,85750,-110.866463,32.331701,1.26,3646.42,2013,5,5,5432.0,4,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Natural Stone",220
96,21221092,1750000.0,85658,-111.095519,32.471311,0.47,11139.1,2008,4,5,4724.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,Natural Stone,550
97,21901825,1937000.0,85658,-111.093751,32.470017,0.58,1989.9,2019,4,5,3620.0,3,"Dishwasher, Freezer, Garbage Disposal, Gas Range",2,Natural Stone,550
98,21409831,1831392.0,85658,-111.097132,32.468215,0.46,1609.59,2015,3,4,3276.0,2,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Natural Stone",550
99,21412375,1650000.0,85658,-111.036562,32.455744,4.15,18658.0,2009,3,4,5440.0,3,"Dishwasher, Refrigerator, Microwave, Oven",3,Concrete,250
100,21522589,2100000.0,85718,-110.885186,32.327907,1.55,15668.99,2009,5,7,6755.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Carpet, Natural Stone",258
102,21326674,1700000.0,85750,-110.846362,32.32963,1.12,17898.0,2002,4,5,6400.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Concrete, Natural Stone",123
103,21601186,1625000.0,85718,-110.935902,32.305132,4.01,17309.98,1981,5,6,6050.0,3,"Dishwasher, Refrigerator, Microwave",9,"Concrete, Wood",0
104,21601560,1500000.0,85718,-110.949807,32.344544,1.36,14846.62,2003,4,5,5276.0,4,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Carpet, Natural Stone, Wood",158
105,21705735,1744900.0,85658,-111.059749,32.453961,2.19,16352.08,2008,3,4,4817.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Carpet, Natural Stone",142
106,21206095,1650000.0,85658,-111.044736,32.444906,3.3,13874.6,2008,4,5,6496.0,4,"Dishwasher, Freezer, Refrigerator, Microwave, Oven",4,Concrete,0
107,21417996,1700000.0,85755,-110.995365,32.473032,1.77,7204.38,2012,4,5,4321.0,3,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Natural Stone",142
108,21422109,1650000.0,85750,-110.841828,32.319575,1.0,12094.04,2006,4,5,5600.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Carpet, Natural Stone, Wood",0
109,21615519,1715000.0,85750,-110.864627,32.332365,1.02,15580.64,2003,5,6,6238.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,Concrete,219
110,21512252,1700000.0,85658,-111.094521,32.468716,0.85,1795.34,2014,4,5,4724.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Natural Stone, Wood",550
111,21202800,1500000.0,85750,-110.848033,32.320662,1.04,12870.0,1998,4,6,5838.0,3,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Carpet, Wood, Other",88
112,21218186,1500000.0,85750,-110.832822,32.324816,0.83,15541.0,2007,3,4,5112.0,4,"Compactor, Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Natural Stone",50
113,21304206,1600000.0,85755,-111.001545,32.469205,1.02,12718.0,2008,3,4,4411.0,2,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",3,Natural Stone,153
114,21704185,1550000.0,85658,-111.061767,32.466473,2.06,15981.8,2007,3,4,3670.0,3,"Dishwasher, Refrigerator, Microwave, Oven",3,"Carpet, Natural Stone",127
115,21823642,1695000.0,85718,-110.917749,32.300739,1.11,19110.45,2008,6,6,7855.0,3,"Dishwasher, Double Sink, Freezer, Garbage Disposal, Gas Range, Island, Lazy Susan, Pantry: Butler, Prep Sink, Refrigerator, Reverse Osmosis, Appliance Color: Stainless, Microwave: Stainless, Oven: 2 OVENS",3,"Carpet, Natural Stone, Wood",180
116,21713244,1645000.0,85718,-110.877434,32.33054,0.97,13214.97,2011,6,5,5443.0,3,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Appliance Color: Stainless, Countertops: Granite",4,"Carpet, Natural Stone",259
117,21402064,1450000.0,85750,-110.838615,32.329529,6.52,12737.71,1993,4,5,4897.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Natural Stone, Wood",128
118,21123657,1700000.0,85750,-110.844064,32.329358,0.48,10061.0,1998,3,3,3871.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Oven",3,"Carpet, Ceramic Tile",117
119,21509039,2272554.0,85658,-111.097984,32.472085,2.45,2593.23,2015,3,4,4724.0,2,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Natural Stone, Wood",550
120,21525697,1768000.0,85658,-111.093975,32.469749,0.6,1795.34,2016,3,4,4100.0,3,"Dishwasher, Freezer, Refrigerator, Microwave, Oven",2,"Carpet, Natural Stone",550
122,21427813,1600000.0,85715,-110.859359,32.263948,1.06,9301.41,2002,5,5,5954.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Carpet, Natural Stone, Wood",48
123,21513530,1675000.0,85745,-111.070641,32.225806,3.4,9083.19,2008,4,4,6550.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Carpet, Ceramic Tile, Wood",0
124,21609967,1610000.0,85718,-110.946612,32.341676,1.0,5178.0,2016,4,5,4427.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,Concrete,153
125,21303975,1600000.0,85718,-110.917606,32.296197,3.5,11720.0,2000,4,7,7037.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",6,"Carpet, Ceramic Tile, Natural Stone, Wood",130
126,21300903,1600000.0,85658,-111.046669,32.481937,1.7,18373.0,2008,4,5,6050.0,4,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",5,"Carpet, Natural Stone, Wood",132
127,21714557,1647313.0,85750,-110.848604,32.321979,0.5,17095.0,1998,6,8,8213.0,4,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Natural Stone, Wood",135
128,21905180,1690000.0,85718,-110.948431,32.348022,1.48,13525.0,2005,5,5,4779.0,4,"Dishwasher, Double Sink, Freezer, Gas Range, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Oven: Stainless",3,"Natural Stone, Wood",157
129,21721961,1695000.0,85658,-111.052,32.4831,1.5,21602.0,2008,4,5,5376.0,3,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Indoor Grill, Island, Pantry: Butler, Prep Sink, Refrigerator, Wet Bar, Appliance Color: Stainless, Countertops: GRANITE",3,"Natural Stone, Wood",152
130,21902018,1595000.0,85750,-110.843481,32.299534,0.86,15324.8,2000,5,6,6938.0,3,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Cabinet, Prep Sink, Refrigerator, Appliance Color: Stainless, Countertops: granite, Microwave: yes, Oven: yes",3,"Carpet, Concrete, Laminate, Natural Stone",33
131,21731602,1375000.0,85658,-111.053886,32.481265,2.53,20352.72,2006,4,6,5743.0,4,"Dishwasher, Double Sink, Freezer, Garbage Disposal, Gas Range, Indoor Grill, Island, Pantry: Walk-In, Refrigerator, Warming Drawer, Water Purifier, Appliance Color: Stainless, Countertops: Granite",2,"Carpet, Natural Stone",143
132,21911822,1900000.0,85718,-110.927652,32.294339,2.09,12326.0,1993,4,4,5022.0,3,"Dishwasher, Garbage Disposal, Gas Range, Pantry: Butler, Prep Sink, Refrigerator, Appliance Color: Stainless",4,"Carpet, Ceramic Tile, Concrete",5
133,21528436,1500000.0,85658,-111.061766,32.466472,2.06,15711.3,2007,3,4,3670.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Natural Stone",143
134,21807664,1500000.0,85718,-110.944077,32.340547,0.94,3810.61,2017,4,6,5335.0,3,"Dishwasher, Double Sink, Gas Range, Island, Refrigerator, Countertops: Granite",3,"Natural Stone, Wood",157.33
